className,subclassShortName,source,level,name,description
Paladin,Glory,TCE,3,Channel Divinity: Inspiring Smite,"Immediately after you deal damage to a creature with your Divine Smite feature, you can use your Channel Divinity as a bonus action and distribute temporary hit points to creatures of your choice within 30 feet of you, which can include you. The total number of temporary hit points equals {@dice 2d8} + your level in this class, divided among the chosen creatures however you like.
-------------
 "
Paladin,Glory,TCE,3,Channel Divinity: Peerless Athlete,"As a bonus action, you can use your Channel Divinity to augment your athleticism. For the next 10 minutes, you have advantage on Strength ({@skill Athletics}) and Dexterity ({@skill Acrobatics}) checks; you can carry, push, drag, and lift twice as much weight as normal; and the distance of your long and high jumps increases by 10 feet (this extra distance costs movement as normal).
-------------
 "
Paladin,Glory,TCE,7,Aura of Alacrity,"{@i 7th-level Oath of Glory feature}
-------------
You emanate an aura that fills you and your companions with supernatural speed, allowing you to race across a battlefield in formation. Your walking speed increases by 10 feet. In addition, if you aren't {@condition incapacitated}, the walking speed of any ally who starts their turn within 5 feet of you increases by 10 feet until the end of that turn.
-------------
When you reach 18th level in this class, the range of the aura increases to 10 feet.
-------------
 "
Paladin,Glory,TCE,15,Glorious Defense,"{@i 15th-level Oath of Glory feature}
-------------
You can turn defense into a sudden strike. When you or another creature you can see within 10 feet of you is hit by an attack roll, you can use your reaction to grant a bonus to the target's AC against that attack, potentially causing it to miss. The bonus equals your Charisma modifier (minimum of +1). If the attack misses, you can make one weapon attack against the attacker as part of this reaction, provided the attacker is within your weapon's range.
-------------
You can use this feature a number of times equal to your Charisma modifier (minimum of once), and you regain all expended uses when you finish a long rest.
-------------
 "
Paladin,Glory,TCE,20,Living Legend,"{@i 20th-level Oath of Glory feature}
-------------
You can empower yourself with the legends__hether true or exaggerated__f your great deeds. As a bonus action, you gain the following benefits for 1 minute:
-------------
Once you use this feature, you can't use it again until you finish a long rest, unless you expend a 5th-level spell slot to use it again.
-------------
 "
Paladin,Glory,TCE,20,Living Legend,"You are blessed with an otherworldly presence, gaining advantage on all Charisma checks.
-------------
Once on each of your turns when you make a weapon attack and miss, you can cause that attack to hit instead.
-------------
If you fail a saving throw, you can use your reaction to reroll it. You must use this new roll.
-------------
 "
Paladin,Watchers,TCE,3,Oath of the Watchers,"The Oath of the Watchers binds paladins to protect mortal realms from the predations of extraplanar creatures, many of which can lay waste to mortal soldiers. Thus, the Watchers hone their minds, spirits, and bodies to be the ultimate weapons against such threats.
-------------
Paladins who follow the Watchers' oath are ever vigilant in spotting the influence of extraplanar forces, often establishing a network of spies and informants to gather information on suspected cults. To a Watcher, keeping a healthy suspicion and awareness about one's surroundings is as natural as wearing armor in battle.
-------------
 "
Paladin,Watchers,TCE,3,Watcher's Will,"You can use your Channel Divinity to invest your presence with the warding power of your faith. As an action, you can choose a number of creatures you can see within 30 feet of you, up to a number equal to your Charisma modifier (minimum of one creature). For 1 minute, you and the chosen creatures have advantage on Intelligence, Wisdom, and Charisma saving throws.
-------------
 "
Paladin,Watchers,TCE,3,Abjure the Extraplanar,"You can use your Channel Divinity to castigate unworldly beings. As an action, you present your holy symbol and each aberration, celestial, elemental, fey, or fiend within 30 feet of you that can hear you must make a Wisdom saving throw. On a failed save, the creature is turned for 1 minute or until it takes damage.
-------------
A turned creature must spend its turns trying to move as far away from you as it can, and it can't willingly end its move in a space within 30 feet of you. For its action, it can use only the {@action Dash} action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can take the {@action Dodge} action.
-------------
 "
Paladin,Watchers,TCE,3,Channel Divinity,"{@i 3rd-level Oath of the Watchers feature}
-------------
You gain the following Channel Divinity options. See the Sacred Oath class feature for how Channel Divinity works.
-------------
 "
Paladin,Watchers,TCE,3,Oath Spells,"{@i 3rd-level Oath of the Watchers feature}
-------------
You gain oath spells at the paladin levels listed in the Oath of the Watchers table. See the Sacred Oath class feature for how oath spells work.
-------------
 "
Paladin,Watchers,TCE,3,Oath of the Watchers Spells,"[['Paladin Level', 'Spells'], ['3rd', '{@spell alarm}, {@spell detect magic}'], ['5th', '{@spell moonbeam}, {@spell see invisibility}'], ['9th', '{@spell counterspell}, {@spell nondetection}'], ['13th', '{@spell aura of purity}, {@spell banishment}'], ['17th', '{@spell hold monster}, {@spell scrying}']] "
Paladin,Watchers,TCE,3,Vigilance,"The threats you face are cunning, powerful, and subversive. Be ever alert for their corruption.
-------------
 "
Paladin,Watchers,TCE,3,Loyalty,"Never accept gifts or favors from fiends or those who truck with them. Stay true to your order, your comrades, and your duty.
-------------
 "
Paladin,Watchers,TCE,3,Discipline,"You are the shield against the endless terrors that lie beyond the stars. Your blade must be forever sharp and your mind keen to survive what lies beyond.
-------------
 "
Paladin,Watchers,TCE,3,Tenets of the Watchers,"A paladin who assumes the Oath of the Watchers swears to safeguard mortal realms from otherworldly threats.
-------------
 "
Paladin,Watchers,TCE,7,Aura of the Sentinel,"{@i 7th-level Oath of the Watchers feature}
-------------
You emit an aura of alertness while you aren't {@condition incapacitated}. When you and any creatures of your choice within 10 feet of you roll initiative, you all gain a bonus to initiative equal to your proficiency bonus.
-------------
At 18th level, the range of this aura increases to 30 feet.
-------------
 "
Paladin,Watchers,TCE,15,Vigilant Rebuke,"{@i 15th-level Oath of the Watchers feature}
-------------
You've learned how to chastise anyone who dares wield beguilements against you and your wards. Whenever you or a creature you can see within 30 feet of you succeeds on an Intelligence, a Wisdom, or a Charisma saving throw, you can use your reaction to deal {@damage 2d8} + your Charisma modifier force damage to the creature that forced the saving throw.
-------------
 "
Paladin,Watchers,TCE,20,Mortal Bulwark,"{@i 20th-level Oath of the Watchers feature}
-------------
You manifest a spark of divine power in defense of the mortal realms. As a bonus action, you gain the following benefits for 1 minute:
-------------
Once you use this bonus action, you can't use it again until you finish a long rest, unless you expend a 5th-level spell slot to use it again.
-------------
 "
Paladin,Watchers,TCE,20,Mortal Bulwark,"You gain {@sense truesight} with a range of 120 feet.
-------------
You have advantage on attack rolls against aberrations, celestials, elementals, fey, and fiends.
-------------
When you hit a creature with an attack roll and deal damage to it, you can also force it to make a Charisma saving throw against your spell save DC. On a failed save, the creature is magically banished to its native plane of existence if it's currently not there. On a successful save, the creature can't be banished by this feature for 24 hours.
-------------
 "
